"frame",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,"state"
7,0.813961565494537,0.79063606262207,-0.188426613807678,0.99896252155304,0.817772924900055,0.793838024139404,-0.181709602475166,0.998798847198486,0.80722188949585,0.794610261917114,-0.181778654456139,0.998272061347961,0.801418840885162,0.797615230083466,-0.181873068213463,0.998774826526642,0.822136282920837,0.792458176612854,-0.177780494093895,0.998811483383179,0.823807597160339,0.795383989810944,-0.177781656384468,0.998085260391235,0.827472627162933,0.794999599456787,-0.177850306034088,0.998572468757629,0.794483840465546,0.79421079158783,-0.11224889010191,0.998697876930237,0.828936576843262,0.790637850761414,-0.095331899821758,0.998039186000824,0.803711354732513,0.784464716911316,-0.158681139349937,0.998725116252899,0.817782402038574,0.783105611801147,-0.153955295681953,0.997318208217621,0.773008406162262,0.76747852563858,-0.101800434291363,0.99971467256546,0.819693088531494,0.76074081659317,-0.050746168941259,0.999145150184631,0.733686745166779,0.765941977500916,-0.168352276086807,0.970046699047089,0.78499561548233,0.7602618932724,-0.079686440527439,0.881506502628326,0.791779160499573,0.784480690956116,-0.152575880289078,0.819031238555908,0.759213149547577,0.780201613903046,-0.097752705216408,0.763218939304352,0.809186577796936,0.790036857128143,-0.165781989693642,0.662021458148956,0.751818001270294,0.784252464771271,-0.114596717059612,0.65233051776886,0.80947208404541,0.792638897895813,-0.141167819499969,0.655124843120575,0.758737325668335,0.786558866500855,-0.118438802659512,0.646722972393036,0.803526878356934,0.788801610469818,-0.143495053052902,0.674049079418182,0.761233031749725,0.783528745174408,-0.101505234837532,0.621101796627045,0.76604950428009,0.664741694927216,-0.055277068167925,0.999824821949005,0.799279928207397,0.663569211959839,0.055121216922999,0.999605357646942,0.785514652729034,0.602201342582703,-0.142129674553871,0.372396558523178,0.793086171150208,0.605584979057312,-0.00027192212292,0.112609080970287,0.76560378074646,0.524777770042419,-0.148743942379951,0.555484056472778,0.786427736282349,0.523887634277344,0.00931884907186,0.342410892248154,0.755581259727478,0.51558130979538,-0.151277989149094,0.679192781448364,0.773405015468597,0.511226773262024,0.005685937590897,0.455122470855713,0.77174723148346,0.498799026012421,-0.218077525496483,0.72037810087204,0.827479660511017,0.499057471752167,-0.062493391335011,0.533266842365265,"None"
9,0.780817866325378,0.793847978115082,-0.123631075024605,0.996435821056366,0.791130602359772,0.79275244474411,-0.121152520179749,0.996428728103638,0.771515130996704,0.797221124172211,-0.121229514479637,0.995185434818268,0.768634974956512,0.797100365161896,-0.121314443647861,0.996491014957428,0.781306684017181,0.796921491622925,-0.110022678971291,0.996216237545013,0.78359979391098,0.79653000831604,-0.110035799443722,0.994152247905731,0.785853683948517,0.796135365962982,-0.11014150083065,0.995781183242798,0.76481169462204,0.791377305984497,-0.088901698589325,0.996264398097992,0.787157595157623,0.790196716785431,-0.037788972258568,0.994923114776611,0.777512133121491,0.787516295909882,-0.110222361981869,0.994503021240234,0.786916971206665,0.787067890167236,-0.095480158925057,0.990919828414917,0.753122806549072,0.768127918243408,-0.118636183440685,0.999001026153564,0.802601516246796,0.75996333360672,0.005453153979033,0.997883975505829,0.737736403942108,0.786147952079773,-0.214200258255005,0.967859148979187,0.798670172691345,0.77959531545639,-0.004321068990976,0.851313471794128,0.769503712654114,0.811850428581238,-0.209042638540268,0.801985681056976,0.780068099498749,0.814481854438782,-0.014641345478594,0.739182710647583,0.77760261297226,0.818221926689148,-0.231966182589531,0.643962919712067,0.774462103843689,0.822279095649719,-0.025228932499886,0.630940794944763,0.77703320980072,0.817628264427185,-0.209318399429321,0.635642349720001,0.778884828090668,0.822247862815857,-0.029552238062024,0.624812960624695,0.775521576404572,0.814016163349152,-0.202475249767303,0.656465530395508,0.780143082141876,0.819289207458496,-0.020404201000929,0.601739406585693,0.751036763191223,0.668038725852966,-0.063745766878128,0.999735951423645,0.785686433315277,0.666496396064758,0.06380183249712,0.999502956867218,0.781208634376526,0.609003841876984,-0.141819342970848,0.394269734621048,0.801881730556488,0.614385783672333,0.017276309430599,0.118586741387844,0.77802699804306,0.54569673538208,-0.128462612628937,0.559489071369171,0.794346272945404,0.54236227273941,0.037194486707449,0.343702793121338,0.77375453710556,0.537944674491882,-0.129456609487534,0.684084892272949,0.780575215816498,0.530871152877808,0.033796522766352,0.454823583364487,0.773003041744232,0.522565364837647,-0.193276166915894,0.715598523616791,0.833367049694061,0.518731713294983,-0.037169851362705,0.525607287883758,"None"
22,0.821140050888062,0.761162400245667,-0.184637531638145,0.996618270874023,0.815232276916504,0.768590569496155,-0.174579203128815,0.996505320072174,0.812754631042481,0.768851220607758,-0.174659460783005,0.995299935340881,0.793442010879517,0.769579768180847,-0.174800038337708,0.996587932109833,0.826341390609741,0.767769932746887,-0.170513674616814,0.996344208717346,0.834264397621155,0.7672199010849,-0.17046557366848,0.99435544013977,0.822514116764069,0.767390847206116,-0.170540228486061,0.995885670185089,0.787236928939819,0.766766726970673,-0.096733562648296,0.996256530284882,0.82613480091095,0.763669848442078,-0.079488143324852,0.994964063167572,0.797200202941895,0.757057309150696,-0.152764856815338,0.994730770587921,0.813055396080017,0.755922496318817,-0.148012861609459,0.991433203220367,0.756978631019592,0.740672051906586,-0.081108592450619,0.999045014381409,0.833564400672913,0.731405079364777,-0.008268558420241,0.997983992099762,0.711224019527435,0.715232968330383,-0.135683014988899,0.964064598083496,0.829876601696014,0.694561243057251,0.006427737884223,0.816598117351532,0.757753610610962,0.735005855560303,-0.150325387716293,0.800793826580048,0.80816787481308,0.690309166908264,-0.0159847792238,0.715411603450775,0.769892871379852,0.740330040454865,-0.165042385458946,0.64458554983139,0.801911473274231,0.686391532421112,-0.015239593572915,0.613704860210419,0.773263692855835,0.7448850274086,-0.137168005108833,0.635007917881012,0.804590344429016,0.691011309623718,-0.029167450964451,0.608173489570618,0.770980477333069,0.741665661334991,-0.13947956264019,0.654094219207764,0.805383026599884,0.69158935546875,-0.021196909248829,0.58696848154068,0.749805986881256,0.647762894630432,-0.042838230729103,0.999680876731873,0.796428084373474,0.64615398645401,0.042880795896053,0.999409437179565,0.763569831848145,0.597298204898834,-0.154496669769287,0.396394699811935,0.781660437583923,0.604440569877625,-0.011543832719326,0.124313347041607,0.754294097423553,0.546680331230164,-0.049686260521412,0.534373819828033,0.779780268669128,0.544049441814423,0.075220018625259,0.338295459747314,0.751570582389831,0.540758669376373,-0.041344318538904,0.660147309303284,0.770959794521332,0.534290432929993,0.081324189901352,0.444737583398819,0.744144976139069,0.523518979549408,-0.093927584588528,0.680293500423431,0.810527801513672,0.519573867321014,0.020541282370687,0.508320450782776,"None"
26,0.516970932483673,0.403414338827133,-1.00300407409668,0.996940314769745,0.543479740619659,0.381829023361206,-0.926796972751617,0.996834218502045,0.559788227081299,0.381976783275604,-0.926810383796692,0.995743930339813,0.576587378978729,0.382735729217529,-0.927257180213928,0.996907889842987,0.488837569952011,0.385346949100494,-0.925476133823395,0.996689438819885,0.470477789640427,0.387874364852905,-0.924968183040619,0.994895756244659,0.45225527882576,0.390844106674194,-0.925636649131775,0.996279895305634,0.61292040348053,0.401465505361557,-0.507794141769409,0.996607422828674,0.428909033536911,0.417311578989029,-0.480738490819931,0.995448887348175,0.56062239408493,0.43458279967308,-0.853942930698395,0.995249807834625,0.489825934171677,0.436716884374619,-0.847656488418579,0.992282569408417,0.790321409702301,0.605828821659088,-0.394595593214035,0.998984575271606,0.303698867559433,0.608773589134216,-0.340153425931931,0.99811863899231,0.817522406578064,0.842018246650696,-0.3374203145504,0.941482126712799,0.236933216452599,0.824004948139191,-0.673110246658325,0.8129563331604,0.81222528219223,0.999840438365936,-0.533311724662781,0.724950909614563,0.276351153850555,0.912293255329132,-1.54503548145294,0.658347308635712,0.839484333992004,1.06454527378082,-0.630383610725403,0.583038032054901,0.272034078836441,0.962629616260529,-1.71474671363831,0.564456284046173,0.790142595767975,1.06411671638489,-0.682890355587006,0.575369894504547,0.311664372682571,0.940661072731018,-1.78269994258881,0.562153518199921,0.773313581943512,1.0371025800705,-0.565299034118652,0.593827188014984,0.318155169487,0.922520279884338,-1.59771335124969,0.545341730117798,0.697393298149109,0.971765160560608,-0.081165961921215,0.965977847576141,0.388092935085297,0.970222353935242,0.084894843399525,0.963647305965424,0.648038804531097,1.25450217723846,0.310901165008545,0.357556730508804,0.337123215198517,1.25463283061981,0.564805865287781,0.112213872373104,0.60930061340332,1.49097228050232,1.26321637630463,0.481007665395737,0.315279364585876,1.48738896846771,1.38023817539215,0.30449253320694,0.620096027851105,1.53104114532471,1.32281100749969,0.594184935092926,0.312951028347015,1.52506124973297,1.44632148742676,0.400327771902084,0.544339537620544,1.57723701000214,0.721276760101318,0.612307131290436,0.349359184503555,1.58233416080475,0.795862317085266,0.457533121109009,"None"
27,0.518420934677124,0.403092473745346,-1.17615783214569,0.997064411640167,0.545565247535706,0.381165623664856,-1.07725489139557,0.996911406517029,0.563223361968994,0.381163358688354,-1.07810938358307,0.995918452739716,0.579700410366058,0.381915897130966,-1.07838428020477,0.996942639350891,0.489987552165985,0.385103523731232,-1.08575391769409,0.996796011924744,0.47101503610611,0.387685000896454,-1.08603835105896,0.995208323001862,0.45266854763031,0.39061027765274,-1.08732092380524,0.996468126773834,0.613544762134552,0.400596767663956,-0.521682798862457,0.996661007404327,0.430990010499954,0.415568023920059,-0.534919142723084,0.99575674533844,0.562387228012085,0.4346062541008,-0.964060187339783,0.995636105537415,0.490041702985764,0.436881631612778,-0.971455991268158,0.992969632148743,0.79308021068573,0.604289889335632,-0.197256982326508,0.996690213680267,0.3011594414711,0.608618080615997,-0.341364592313766,0.997553050518036,0.812755167484283,0.83979606628418,-0.277283906936645,0.872559249401093,0.236606746912003,0.816882729530335,-0.695888876914978,0.788985311985016,0.744287014007568,0.998244404792785,-0.853822350502014,0.659442722797394,0.303216010332108,0.902826964855194,-1.66170144081116,0.616402387619019,0.73564475774765,1.0621166229248,-1.02982103824615,0.533522844314575,0.324088871479034,0.947573482990265,-1.87224245071411,0.532774090766907,0.699655890464783,1.05397808551788,-1.09471940994263,0.529129564762116,0.343143850564957,0.919421553611755,-1.95459699630737,0.536368906497955,0.689091742038727,1.02734732627869,-0.90239953994751,0.546580791473389,0.34410148859024,0.903161346912384,-1.71922779083252,0.520176589488983,0.697701871395111,0.974836647510529,-0.00622427649796,0.893610298633575,0.380140691995621,0.970303356647491,0.009340644814074,0.894195020198822,0.639035642147064,1.27564191818237,-0.080239415168762,0.329468607902527,0.336528599262238,1.27051150798798,0.180560767650604,0.104682058095932,0.607227027416229,1.52654051780701,0.973297953605652,0.433777660131455,0.315593749284744,1.53823280334473,1.03998672962189,0.274862617254257,0.612930715084076,1.56787514686584,1.03708100318909,0.535153567790985,0.3105708360672,1.58395099639893,1.09836733341217,0.361389815807343,0.561797142028809,1.6094890832901,0.377560883760452,0.551853835582733,0.361827075481415,1.61987555027008,0.373663932085037,0.413666188716888,"None"
28,0.519496083259583,0.402459770441055,-1.27418684959412,0.997147262096405,0.546702086925507,0.380273073911667,-1.1762467622757,0.996972978115082,0.565036177635193,0.380132853984833,-1.17703998088837,0.99607914686203,0.581593930721283,0.380825936794281,-1.17739903926849,0.996980845928192,0.490686923265457,0.384664982557297,-1.18015682697296,0.996866881847382,0.471432715654373,0.387321770191193,-1.18060874938965,0.995466351509094,0.452994674444199,0.390236109495163,-1.1818391084671,0.996614933013916,0.614145815372467,0.399701356887817,-0.590172946453095,0.996765375137329,0.432738989591599,0.413692533969879,-0.591767191886902,0.996020376682282,0.563923180103302,0.434495627880096,-1.05324006080627,0.99599689245224,0.490567177534103,0.436883747577667,-1.0545711517334,0.993593275547028,0.795843660831451,0.60018527507782,-0.226815968751907,0.994629085063934,0.299930840730667,0.603305041790008,-0.340950846672058,0.996948719024658,0.810936808586121,0.827051639556885,-0.298257827758789,0.825169503688812,0.235484167933464,0.810635685920715,-0.663477957248688,0.766634345054626,0.733905255794525,0.975612163543701,-0.987287223339081,0.600174009799957,0.325676590204239,0.852516531944275,-1.65759479999542,0.576214194297791,0.715095520019531,1.0316698551178,-1.17497479915619,0.487978756427765,0.360751628875732,0.882741332054138,-1.82809972763062,0.500797867774963,0.683827519416809,1.01446604728699,-1.2345232963562,0.485960096120834,0.362186700105667,0.845661759376526,-1.90123379230499,0.507833957672119,0.677223861217499,0.990690588951111,-1.03332984447479,0.502376019954681,0.359506219625473,0.834870517253876,-1.71580457687378,0.49292653799057,0.700670778751373,0.976077258586884,0.026067901402712,0.843428492546081,0.379973977804184,0.969456851482391,-0.023635663092136,0.851806461811066,0.638946771621704,1.28009104728699,-0.025563886389136,0.313589960336685,0.336664468050003,1.27472841739655,0.06444039195776,0.107417099177837,0.6043461561203,1.53322160243988,1.08959639072418,0.392965495586395,0.315027117729187,1.55602586269379,0.939706563949585,0.25092476606369,0.60343337059021,1.57400465011597,1.14796829223633,0.48303297162056,0.304139912128448,1.60430490970612,0.994830548763275,0.328914016485214,0.573413729667664,1.61893963813782,0.517494559288025,0.498441308736801,0.365503489971161,1.63666021823883,0.233579993247986,0.376694023609161,"None"
29,0.519588708877564,0.401460349559784,-1.14538824558258,0.997309625148773,0.54676753282547,0.379603832960129,-1.04755473136902,0.997121155261993,0.565269112586975,0.379545360803604,-1.04865252971649,0.996336996555328,0.582134425640106,0.380309909582138,-1.04921674728394,0.997127950191498,0.490718722343445,0.383892744779587,-1.05262744426727,0.997040927410126,0.471450597047806,0.386553823947906,-1.05336356163025,0.995809197425842,0.453055053949356,0.38942351937294,-1.05486762523651,0.996841013431549,0.614354729652405,0.39934965968132,-0.482449561357498,0.996935188770294,0.434145897626877,0.412452757358551,-0.477778762578964,0.996318757534027,0.564339339733124,0.433816283941269,-0.918519139289856,0.996329843997955,0.49054941534996,0.436413675546646,-0.91995233297348,0.994168937206268,0.799441039562225,0.59111475944519,-0.178787648677826,0.994264483451843,0.302960097789764,0.60007119178772,-0.273828834295273,0.99696958065033,0.830575287342072,0.814669132232666,-0.374040126800537,0.804912924766541,0.245356723666191,0.805061042308807,-0.61615389585495,0.757854282855987,0.73005473613739,0.928666412830353,-1.04929041862488,0.548064231872559,0.354327619075775,0.842029571533203,-1.40562295913696,0.533855259418487,0.706557154655456,0.98197853565216,-1.22411859035492,0.444511592388153,0.39024230837822,0.880314469337463,-1.58134508132935,0.462512046098709,0.672047197818756,0.965476870536804,-1.25429284572601,0.443683683872223,0.397600263357162,0.848716557025909,-1.62855052947998,0.47078862786293,0.670768916606903,0.941981494426727,-1.08242630958557,0.459249943494797,0.387954026460648,0.833502650260925,-1.44372081756592,0.458386719226837,0.706298291683197,0.972769439220428,0.01470372825861,0.839930057525635,0.388580590486526,0.969467520713806,-0.011943880468607,0.851732432842254,0.669436097145081,1.27750360965729,0.043469164520502,0.302059710025787,0.361105769872665,1.27326440811157,0.255702376365662,0.104223795235157,0.65622490644455,1.52726936340332,1.03179836273193,0.357158780097961,0.35364294052124,1.54491829872131,1.10025012493134,0.229038506746292,0.657664775848389,1.56805968284607,1.09385704994202,0.437104374170303,0.344727605581284,1.59050631523132,1.15892732143402,0.299948781728745,0.627123475074768,1.61412262916565,0.439846366643906,0.45081239938736,0.398941218852997,1.62920379638672,0.453040689229965,0.342503100633621,"None"
30,0.520018577575684,0.400299072265625,-1.25371503829956,0.997134923934936,0.547206699848175,0.378332078456879,-1.14910960197449,0.996901452541351,0.566037476062775,0.378363281488419,-1.1500586271286,0.996208667755127,0.583117127418518,0.37926858663559,-1.15051686763763,0.996901392936706,0.491027534008026,0.382655739784241,-1.1579350233078,0.996803939342499,0.471652448177338,0.385312080383301,-1.15835773944855,0.995756566524506,0.453192353248596,0.388150423765182,-1.15970194339752,0.996703684329987,0.614858269691467,0.398619025945663,-0.547298491001129,0.996786713600159,0.434938102960587,0.411202043294907,-0.568365812301636,0.996329128742218,0.564803779125214,0.433119386434555,-1.02802872657776,0.996530652046204,0.490595489740372,0.436011075973511,-1.03517270088196,0.994562566280365,0.802888929843903,0.590836882591248,-0.212055116891861,0.990794777870178,0.302524387836456,0.599915266036987,-0.35088637471199,0.995355725288391,0.831785917282105,0.815048336982727,-0.380959361791611,0.758478820323944,0.247077256441116,0.800940632820129,-0.764452338218689,0.730203568935394,0.721655786037445,0.945913195610046,-1.03400313854218,0.498294502496719,0.399766027927399,0.84500253200531,-1.67082870006561,0.492459833621979,0.69914048910141,1.00402188301086,-1.22597551345825,0.405368059873581,0.44821560382843,0.880186080932617,-1.88187372684479,0.427881717681885,0.664092421531677,0.993140816688538,-1.27234017848969,0.406050980091095,0.44579467177391,0.846408069133758,-1.95007014274597,0.437867969274521,0.660971820354462,0.968345642089844,-1.07592833042145,0.421064406633377,0.43448606133461,0.833702921867371,-1.72115039825439,0.426717668771744,0.707690536975861,0.982865929603577,0.027026357129216,0.784799635410309,0.387595623731613,0.968500018119812,-0.024125508964062,0.797642171382904,0.661683738231659,1.28218388557434,-0.057274427264929,0.28310090303421,0.357775449752808,1.27585542201996,0.153074845671654,0.100964829325676,0.639371812343597,1.53973543643951,1.01637959480286,0.323039501905441,0.344323486089706,1.55755257606506,1.02179968357086,0.20797336101532,0.635822236537933,1.58227932453156,1.08020055294037,0.394240379333496,0.329061388969421,1.60592329502106,1.07636296749115,0.272169768810272,0.615594804286957,1.62483596801758,0.391732960939407,0.406894862651825,0.396162033081055,1.64059317111969,0.322312563657761,0.311273455619812,"None"
31,0.520439386367798,0.40005224943161,-1.09447741508484,0.996623873710632,0.547329187393189,0.378306835889816,-0.97489732503891,0.996168375015259,0.566427528858185,0.378335326910019,-0.975824654102325,0.995675683021545,0.583787560462952,0.379216879606247,-0.975900173187256,0.996294498443604,0.491097003221512,0.38256174325943,-1.00421941280365,0.996071040630341,0.471709877252579,0.385147422552109,-1.00495100021362,0.995271682739258,0.453296571969986,0.387926250696182,-1.00642645359039,0.996128737926483,0.615070581436157,0.39834862947464,-0.360689282417297,0.996310114860535,0.435414642095566,0.411082178354263,-0.446840584278107,0.99590665102005,0.566082298755646,0.432916700839996,-0.854960441589356,0.99640303850174,0.491332292556763,0.43590122461319,-0.885036706924439,0.994502604007721,0.803607106208801,0.586139619350433,-0.034918293356896,0.989385545253754,0.303334325551987,0.599448442459106,-0.329567551612854,0.993691325187683,0.832762837409973,0.803162753582001,-0.367328643798828,0.743015289306641,0.265299797058106,0.797788262367249,-0.864600121974945,0.733005404472351,0.6735720038414,0.893242955207825,-0.982327520847321,0.471594154834747,0.597135901451111,0.734917044639587,-1.6317857503891,0.481840819120407,0.628975570201874,0.92961323261261,-1.14191484451294,0.381673097610474,0.705101847648621,0.733917593955994,-1.787482380867,0.410904824733734,0.60960453748703,0.90663605928421,-1.1350063085556,0.384332716464996,0.672666192054749,0.69675874710083,-1.73092818260193,0.420723974704742,0.615724921226501,0.892503559589386,-0.996286451816559,0.398573964834213,0.641169488430023,0.700292110443115,-1.60692238807678,0.408910781145096,0.712253212928772,0.979352355003357,0.069587618112564,0.742828905582428,0.405452460050583,0.980412185192108,-0.067038685083389,0.760543167591095,0.672592341899872,1.28152143955231,-0.083407707512379,0.270277380943298,0.402311503887177,1.26642310619354,-0.15246494114399,0.102669566869736,0.65502142906189,1.54059278964996,0.743184208869934,0.292667955160141,0.358562588691711,1.56170535087585,0.475583523511887,0.189804300665855,0.65501320362091,1.58513486385345,0.782804250717163,0.355932950973511,0.335388481616974,1.61722183227539,0.50501674413681,0.246868520975113,0.642946004867554,1.62266612052917,0.121938653290272,0.367963254451752,0.413165032863617,1.63599169254303,-0.206933587789536,0.285181671380997,"None"
32,0.52065509557724,0.399372696876526,-1.10998523235321,0.996823132038116,0.547338843345642,0.377708435058594,-0.99542760848999,0.99639219045639,0.566531002521515,0.377520769834518,-0.996469259262085,0.995940148830414,0.583990514278412,0.378074526786804,-0.996632814407349,0.996492147445679,0.491103321313858,0.382286161184311,-1.02278208732605,0.99632728099823,0.471738338470459,0.384873121976852,-1.02351713180542,0.995618164539337,0.453351855278015,0.387716233730316,-1.02478635311127,0.996403276920319,0.615081429481506,0.396791070699692,-0.41441422700882,0.996500015258789,0.435869753360748,0.410964399576187,-0.459387838840485,0.996213912963867,0.567286372184753,0.431959390640259,-0.861391425132751,0.996670544147491,0.492174953222275,0.435544490814209,-0.900682806968689,0.994965970516205,0.802710294723511,0.580964088439941,-0.116265505552292,0.988325893878937,0.304871439933777,0.599561512470245,-0.298453450202942,0.993298470973968,0.813711881637573,0.803338050842285,-0.216677904129028,0.716662287712097,0.26483815908432,0.797352075576782,-0.649085938930512,0.724647104740143,0.676335632801056,0.919793426990509,-0.754638612270355,0.433236837387085,0.499346971511841,0.786164999008179,-1.44081842899323,0.456029266119003,0.645427405834198,0.967678546905518,-0.916671931743622,0.352163821458817,0.551592111587524,0.807361125946045,-1.61724090576172,0.389934450387955,0.624094486236572,0.951336860656738,-0.9642733335495,0.356304943561554,0.556567251682282,0.772364199161529,-1.65250873565674,0.401882410049439,0.624957084655762,0.931145966053009,-0.791598916053772,0.369903773069382,0.542630016803741,0.764999747276306,-1.47023093700409,0.389952480792999,0.712071657180786,0.974750339984894,0.049760781228542,0.708526015281677,0.404109179973602,0.965514063835144,-0.046356402337551,0.730898499488831,0.67067962884903,1.27159202098846,-0.148358434438705,0.255945384502411,0.397858053445816,1.26543831825256,0.031285978853703,0.099148839712143,0.658469974994659,1.53711450099945,0.797174990177154,0.265404492616653,0.371648579835892,1.55360913276672,0.746439099311829,0.173271164298058,0.66363525390625,1.58258700370789,0.850132167339325,0.321248680353165,0.360029131174087,1.60517466068268,0.788336515426636,0.225107863545418,0.635267496109009,1.62039732933044,0.198484420776367,0.332512110471725,0.405772656202316,1.63440251350403,0.074846111238003,0.260277062654495,"None"
